lemme,cgram,gender,freqlivres_total,french_formatted,english
chanter,VER,,125.84,chanter,sing
sombre,ADJ,,125.75,sombre,dark (light level)
dent,NOM,f,125.68,la dent,the tooth
meilleur,ADJ,,125.54,meilleur,best
été,NOM,m,125.47,le été,the summer
réveiller,VER,,125.42,réveiller,wake
relever,VER,,124.95,relever,to pick up
accompagner,VER,,124.5,accompagner,to accompany
objet,NOM,m,124.32,le objet,the object
arrière,NOM,m,124.26,le arrière,the back
mari,NOM,m,124.26,le mari,the husband
hasard,NOM,m,124.19,le hasard,chance
murmurer,VER,,123.6,murmurer,whisper
plat,NOM,m,123.1,le plat,the dish
départ,NOM,m,123.04,le départ,the departure
traîner,VER,,122.78,traîner,hang out
pluie,NOM,f,122.57,la pluie,the rain
groupe,NOM,m,122.5,le groupe,the band
hésiter,VER,,122.45,hésiter,hesitate
charger,VER,,122.19,charger,charger
réussir,VER,,122.16,réussir,succeed
américain,NOM,m,122.16,le américain,the american
joue,NOM,f,121.76,la joue,the cheek
seconde,NOM,f,121.49,la seconde,the second
emporter,VER,,121.34,emporter,take away
couler,VER,,121.15,couler,to flow
amuser,VER,,120.97,amuser,to amuse
faux,ADJ,,120.8,faux,faux
joli,ADJ,,120.75,joli,pretty
énorme,ADJ,,120.0,énorme,huge
second,ADJ,,119.86,second,second
proposer,VER,,119.71,proposer,to propose
vivant,ADJ,,119.59,vivant,alive
naître,VER,,119.33,naître,to be born
souffrir,VER,,119.31,souffrir,suffer
entrée,NOM,f,118.79,la entrée,the entrance
herbe,NOM,f,118.51,la herbe,the grass
tante,NOM,f,118.38,la tante,the aunt
chaise,NOM,f,118.31,la chaise,the chair
difficile,ADJ,,118.1,difficile,difficult
droite,NOM,f,117.97,la droite,the right
là-bas,ADV,,117.7,là-bas,is-bas
intéresser,VER,,117.37,intéresser,interest
désir,NOM,m,117.1,le désir,the desire
malade,ADJ,,117.1,malade,ill
surprendre,VER,,116.66,surprendre,surprise
étonner,VER,,116.6,étonner,to amaze
immobile,ADJ,,116.42,immobile,immobile
secouer,VER,,116.4,secouer,shake
allumer,VER,,116.29,allumer,to switch on
chaleur,NOM,f,116.22,la chaleur,the heat
drôle,ADJ,,116.07,drôle,funny
observer,VER,,116.02,observer,observer
page,NOM,f,115.54,la page,the page
baisser,VER,,115.47,baisser,lower
conversation,NOM,f,115.34,la conversation,the conversation
cou,NOM,m,115.34,le cou,the neck
militaire,ADJ,,115.21,militaire,military
scène,NOM,f,114.93,la scène,the scene
cigarette,NOM,f,114.93,la cigarette,the cigarette
sommeil,NOM,m,114.8,le sommeil,sleep
bref,ADV,,114.53,bref,Short
musique,NOM,f,114.33,la musique,the music
fer,NOM,m,114.18,le fer,iron
avenir,NOM,m,113.99,le avenir,the future
elle-même,PRO:per,,113.51,elle-même,herself
soulever,VER,,113.4,soulever,raise
arracher,VER,,113.37,arracher,to tear out
forêt,NOM,f,113.31,la forêt,the forest
neuf,ADJ:num,,113.17,neuf,nine
oiseau,NOM,m,113.04,le oiseau,the bird
mêler,VER,,112.66,mêler,mix
habiter,VER,,112.51,habiter,live
côte,NOM,f,112.5,la côte,the rib
sujet,NOM,m,112.36,le sujet,the subject
deviner,VER,,112.34,deviner,to guess/work out
foule,NOM,f,112.3,la foule,the crowd
rond,ADJ,,112.17,rond,around
quartier,NOM,m,112.16,le quartier,the neighborhood
entourer,VER,,112.11,entourer,surround
garde,NOM,f,112.09,la garde,the guard
étendre,VER,,111.91,étendre,extend
arme,NOM,f,111.48,la arme,the weapon
brusquement,ADV,,111.42,brusquement,suddenly
carte,NOM,f,111.42,la carte,the map
selon,PRE,,110.88,selon,according to
mémoire,NOM,f,110.88,la mémoire,memory
guère,ADV,,110.68,guère,hardly
éviter,VER,,110.51,éviter,avoid
vin,NOM,m,110.47,le vin,the wine
former,VER,,110.29,former,former
blond,ADJ,,110.19,blond,blond
gueule,NOM,f,109.94,la gueule,the mouth
séparer,VER,,109.83,séparer,separate
profond,ADJ,,109.59,profond,deep
ramener,VER,,109.25,ramener,to bring back
classe,NOM,f,108.92,la classe,the class
demi,ADV,,108.52,demi,for the sake of
ignorer,VER,,108.45,ignorer,ignore
trou,NOM,m,108.38,le trou,the hole
craindre,VER,,108.32,craindre,to fear
île,NOM,f,108.24,la île,the island
direction,NOM,f,108.04,la direction,the management
combien,ADV,,108.04,combien,How much
celles,PRO:dem,,107.97,celles,those
vif,ADJ,,107.64,vif,vif
impossible,ADJ,,107.58,impossible,impossible
obliger,VER,,107.58,obliger,to obligate
con,NOM,m,107.5,le con,with them
prix,NOM,m,107.5,le prix,the price
moi-même,PRO:per,,107.3,moi-même,myself
peuple,NOM,m,107.3,le peuple,the people
campagne,NOM,f,107.23,la campagne,the countryside
coller,VER,,107.19,coller,collar
étrange,ADJ,,107.16,étrange,odd
immense,ADJ,,106.9,immense,immense
nature,NOM,f,106.89,la nature,nature
toile,NOM,f,106.62,la toile,the canvas
chair,NOM,f,106.49,la chair,the flesh
champ,NOM,m,106.49,le champ,the field
poursuivre,VER,,106.47,poursuivre,pursue
franc,NOM,m,106.29,le franc,the franc
propos,NOM,m,106.28,le propos,the purpose
saint,NOM,m,106.08,le saint,the saint
prier,VER,,105.78,prier,pray
occasion,NOM,f,105.74,la occasion,the opportunity
triste,ADJ,,105.61,triste,sad
emmener,VER,,105.49,emmener,take away
lointain,ADJ,,105.42,lointain,distant
troupe,NOM,f,105.41,la troupe,the troop
pain,NOM,m,105.4,le pain,the bread
songer,VER,,104.91,songer,to dream
situation,NOM,f,104.86,la situation,the situation
enfoncer,VER,,104.85,enfoncer,to push
brûler,VER,,104.75,brûler,burn
couloir,NOM,m,104.52,le couloir,the corridor
poitrine,NOM,f,104.45,la poitrine,the chest (part of body)
bouteille,NOM,f,104.06,la bouteille,the bottle
enfance,NOM,f,103.99,la enfance,childhood
élever,VER,,103.9,élever,raise
paix,NOM,f,103.72,la paix,peace
copain,NOM,m,103.37,le copain,the boyfriend
public,NOM,m,103.32,le public,the public
ferme,NOM,f,103.17,la ferme,the farm
huit,ADJ:num,,102.5,huit,eight
placer,VER,,102.47,placer,placer
respirer,VER,,102.44,respirer,breathe
inconnu,ADJ,,102.23,inconnu,unknown
fauteuil,NOM,m,102.03,le fauteuil,the armchair
sale,ADJ,,102.02,sale,dirty
espoir,NOM,m,101.89,le espoir,the hope
durer,VER,,101.61,durer,to last (persist)
promettre,VER,,101.45,promettre,promise
trait,NOM,m,101.29,le trait,the line
prince,NOM,m,101.21,le prince,the prince
salon,NOM,m,101.21,le salon,the living room
moitié,NOM,f,101.21,la moitié,half
dimanche,NOM,m,101.15,le dimanche,the Sunday
marquer,VER,,101.12,marquer,mark
entraîner,VER,,101.09,entraîner,to train
éclater,VER,,100.49,éclater,burst
souffle,NOM,m,100.21,le souffle,the breath
colère,NOM,f,100.07,la colère,anger
terminer,VER,,100.02,terminer,to end
accrocher,VER,,99.95,accrocher,hang
réponse,NOM,f,99.94,la réponse,the answer
dresser,VER,,99.86,dresser,dresser
courant,NOM,m,99.85,le courant,the current
fil,NOM,m,99.73,le fil,the wire
hiver,NOM,m,99.52,le hiver,the winter
national,ADJ,,99.39,national,national
risquer,VER,,99.35,risquer,risk
morceau,NOM,m,99.33,le morceau,the piece
visite,NOM,f,99.33,la visite,the visit
appartement,NOM,m,99.25,le appartement,the apartment
sauver,VER,,99.07,sauver,save
grave,ADJ,,99.05,grave,grave
roi,NOM,m,98.99,le roi,the king
camarade,NOM,m,98.99,le camarade,the comrade
parti,NOM,m,98.98,le parti,the parts
baiser,NOM,m,98.76,le baiser,the kiss
sable,NOM,m,98.72,le sable,the sand
commun,ADJ,,98.71,commun,common
facile,ADJ,,98.65,facile,easy
maintenir,VER,,98.52,maintenir,maintain
retirer,VER,,98.35,retirer,withdraw
proche,ADJ,,98.31,proche,close
adresser,VER,,98.06,adresser,address
liberté,NOM,f,97.97,la liberté,freedom
davantage,ADV,,97.84,davantage,any further
promener,VER,,97.79,promener,to take a walk
honneur,NOM,m,97.37,le honneur,the honor
intérêt,NOM,m,97.36,le intérêt,the interest
existence,NOM,f,97.36,la existence,the existence
tromper,VER,,97.34,tromper,deceive
voici,PRE,,97.3,voici,here is
camp,NOM,m,97.23,le camp,the camp
compagnie,NOM,f,97.16,la compagnie,the company
autrefois,ADV,,97.03,autrefois,formerly
juger,VER,,97.0,juger,judge
rôle,NOM,m,96.96,le rôle,the role
téléphone,NOM,m,96.83,le téléphone,the phone
animal,NOM,m,96.83,le animal,the animal
merde,NOM,f,96.62,la merde,shit
étage,NOM,m,96.55,le étage,the floor
grand-père,NOM,m,96.48,le grand-père,the grandfather
avouer,VER,,96.26,avouer,to confess to
merci,NOM,m,95.87,le merci,thank you
diriger,VER,,95.7,diriger,direct
déjeuner,NOM,m,95.69,le déjeuner,the lunch
figure,NOM,f,95.34,la figure,the figures
faute,NOM,f,95.2,la faute,the fault
auprès,PRE,,95.07,auprès,with
problème,NOM,m,95.0,le problème,the problem
quinze,ADJ:num,,94.8,quinze,fifteen
engager,VER,,94.63,engager,engage
grand-mère,NOM,f,94.6,la grand-mère,the grandmother
balle,NOM,f,94.59,la balle,the ball
photo,NOM,f,94.59,la photo,the photo
désert,NOM,m,94.48,le désert,the desert
trembler,VER,,94.09,trembler,tremble
fête,NOM,f,94.06,la fête,the party
amener,VER,,93.94,amener,to bring
plan,NOM,m,93.93,le plan,the plan
l'une,PRO:ind,,93.65,l'une,moon
lampe,NOM,f,93.11,la lampe,the lamp
casser,VER,,92.72,casser,to break
malheur,NOM,m,92.64,le malheur,misfortune
beauté,NOM,f,92.64,la beauté,beauty
hier,ADV,,92.64,hier,here
vendre,VER,,92.64,vendre,sell
sonner,VER,,92.59,sonner,ring
danser,VER,,92.58,danser,dancer
capitaine,NOM,m,92.57,le capitaine,the captain
juif,NOM,m,92.5,le juif,the jew
hors,PRE,,92.43,hors,out
écarter,VER,,92.38,écarter,to dismiss
appartenir,VER,,92.37,appartenir,to belong
exactement,ADV,,92.36,exactement,Exactly
oeuvre,NOM,f,92.23,la oeuvre,the work
différent,ADJ,,92.03,différent,different
tranquille,ADJ,,91.96,tranquille,calm
confiance,NOM,f,91.96,la confiance,trust
douleur,NOM,f,91.89,la douleur,the pain
refermer,VER,,91.76,refermer,close
toit,NOM,m,91.75,le toit,the roof
condition,NOM,f,91.62,la condition,the condition
art,NOM,m,91.49,le art,the art
chemise,NOM,f,91.41,la chemise,the shirt
profiter,VER,,91.25,profiter,enjoy
détail,NOM,m,91.15,le détail,the detail
sérieux,ADJ,,91.09,sérieux,serious
défendre,VER,,91.09,défendre,defend
épais,ADJ,,91.08,épais,thick
glace,NOM,f,91.01,la glace,the ice cream
pont,NOM,m,90.81,le pont,the bridge
écraser,VER,,90.81,écraser,crush
poste,NOM,m,90.67,le poste,the post
sauf,PRE,,90.67,sauf,except
pur,ADJ,,90.33,pur,even though
vêtement,NOM,m,90.14,le vêtement,the garment
lâcher,VER,,90.09,lâcher,let go
naturel,ADJ,,90.0,naturel,natural
tableau,NOM,m,90.0,le tableau,the blackboard
cousin,NOM,m,89.94,le cousin,the cousin
allonger,VER,,89.68,allonger,to lengthen
pire,ADJ,,89.6,pire,worse 
important,ADJ,,89.53,important,important
sinon,CON,,89.53,sinon,Otherwise
agiter,VER,,89.23,agiter,shake
paquet,NOM,m,89.19,le paquet,the package
réfléchir,VER,,89.08,réfléchir,to reflect on
poids,NOM,m,89.05,le poids,the weight
veille,NOM,f,89.05,la veille,the day before
content,ADJ,,88.99,content,content
troisième,ADJ,,88.98,troisième,third
russe,ADJ,,88.79,russe,Russian
voler,VER,,88.68,voler,to fly
hurler,VER,,88.64999999999999,hurler,hurler
filer,VER,,88.56,filer,files
espace,NOM,m,88.50999999999999,le espace,the space
désormais,ADV,,88.45,désormais,From now on
hein,ONO,,88.45,hein,hein
douter,VER,,88.11,douter,doubt
évidemment,ADV,,88.11,évidemment,obviously
terrible,ADJ,,88.1,terrible,terrible
chapeau,NOM,m,88.05,le chapeau,the hat
roman,NOM,m,87.9,le roman,the novel
truc,NOM,m,87.77,le truc,the thing
passion,NOM,f,87.64,la passion,passion
repartir,VER,,87.6,repartir,distribute
considérer,VER,,87.46,considérer,consider
action,NOM,f,87.44,la action,the action
docteur,NOM,m,87.37,le docteur,the doctor
gare,NOM,f,87.37,la gare,the races
trottoir,NOM,m,87.36000000000001,le trottoir,the pavement
pénétrer,VER,,87.23,pénétrer,enter
rare,ADJ,,87.22999999999999,rare,rare
prêter,VER,,87.13,prêter,to lend
personnage,NOM,m,86.96,le personnage,the character
plage,NOM,f,86.89,la plage,the beach
gorge,NOM,f,86.83,la gorge,the throat
supporter,VER,,86.78,supporter,supporter
capable,ADJ,,86.35000000000001,capable,capable
plonger,VER,,86.24,plonger,dive
prononcer,VER,,86.09,prononcer,pronounce
éclairer,VER,,85.95,éclairer,to illuminate
officier,NOM,m,85.76,le officier,the officer
tiens,ONO,,85.61,tiens,hold
branche,NOM,f,85.61,la branche,the branch
représenter,VER,,85.57000000000001,représenter,represent
jeunesse,NOM,f,85.13,la jeunesse,youth
patte,NOM,f,85.13,la patte,the paw
machine,NOM,f,85.0,la machine,at the machine
livrer,VER,,84.96,livrer,to deliver
aventure,NOM,f,84.86,la aventure,the adventure
dessus,ADV,,84.8,dessus,above
événement,NOM,m,84.59,le événement,the event
métier,NOM,m,84.53,le métier,the profession
rideau,NOM,m,84.52,le rideau,the curtain
conseil,NOM,m,84.46000000000001,le conseil,the council
centre,NOM,m,84.46,le centre,the center
fumer,VER,,84.4,fumer,smoke
trente,ADJ:num,,84.19,trente,thirty
nord,NOM,m,84.19,le nord,the north
sein,NOM,m,84.05,le sein,the bosom
reposer,VER,,83.95,reposer,to rest
pointe,NOM,f,83.85,la pointe,the tip
tas,NOM,m,83.78,le tas,the pile
police,NOM,f,83.72,la police,the police
caresser,VER,,83.72,caresser,to caress
souffler,VER,,83.69,souffler,blow
soi,PRO:per,,83.65,soi,self
pâle,ADJ,,83.58000000000001,pâle,pale
honte,NOM,f,83.45,la honte,shame
recommencer,VER,,83.34,recommencer,start again
disposer,VER,,83.19,disposer,to dispose
bain,NOM,m,83.03999999999999,le bain,the bath
éclat,NOM,m,82.77000000000001,le éclat,the shine
réalité,NOM,f,82.77000000000001,la réalité,reality
vacance,NOM,f,82.57,la vacance,the vacancy
britannique,ADJ,,82.42999999999999,britannique,British
bateau,NOM,m,82.37,le bateau,the boat
pomme,NOM,f,82.36,la pomme,the apple
avance,NOM,f,82.3,la avance,the advance
inviter,VER,,82.3,inviter,invite
posséder,VER,,82.23,posséder,possess
souhaiter,VER,,82.18,souhaiter,to wish
amoureux,ADJ,,82.16,amoureux,lover
riche,ADJ,,82.03,riche,rich
montagne,NOM,f,81.83,la montagne,the mountain
étoile,NOM,f,81.83,la étoile,the star
jurer,VER,,81.77,jurer,swear
rencontre,NOM,f,81.75,la rencontre,the meeting
crever,VER,,81.57000000000001,crever,to burst
conscience,NOM,f,81.55999999999999,la conscience,consciousness
client,NOM,m,81.55,le client,the customer
complètement,ADV,,81.49,complètement,completely
achever,VER,,81.47,achever,to finish
remplir,VER,,81.42,remplir,to fill
mince,ADJ,,81.36,mince,thin
briller,VER,,81.24,briller,glasses
course,NOM,f,81.22,la course,the race
ministre,NOM,m,81.15,le ministre,the minister
allié,NOM,m,81.00999999999999,le allié,the ally
obtenir,VER,,80.98,obtenir,get
neige,NOM,f,80.88000000000001,la neige,the snow
cents,ADJ:num,,80.54,cents,cents
commander,VER,,80.37,commander,commander
peindre,VER,,80.29,peindre,to paint
trace,NOM,f,80.27000000000001,la trace,the trace
compagnon,NOM,m,80.0,le compagnon,the companion
arrivée,NOM,f,80.0,la arrivée,the arrival
masse,NOM,f,79.8,la masse,the mass
dessiner,VER,,79.7,dessiner,draw
président,NOM,m,79.67,le président,the president
suivant,ADJ,,79.59,suivant,following/next
somme,NOM,f,79.25,la somme,the sum
cuir,NOM,m,79.19,le cuir,the leather
partager,VER,,78.99,partager,to share
enlever,VER,,78.81,enlever,to remove
dépasser,VER,,78.8,dépasser,exceed
mariage,NOM,m,78.72,le mariage,the marriage
cinéma,NOM,m,78.52,le cinéma,the cinema
poussière,NOM,f,78.44999999999999,la poussière,the dust
imposer,VER,,78.42,imposer,impose
nombre,NOM,m,78.37,le nombre,the number
justement,ADV,,78.18,justement,exactly
avion,NOM,m,78.03999999999999,le avion,the plane
particulier,ADJ,,77.78,particulier,particular
amitié,NOM,f,77.77000000000001,la amitié,the friendship
bataille,NOM,f,77.77,la bataille,the battle
hauteur,NOM,f,77.7,la hauteur,the height
note,NOM,f,77.43,la note,the note
quart,NOM,m,77.28999999999999,le quart,the quarter
brun,ADJ,,77.23,brun,brown
surprise,NOM,f,77.16000000000001,la surprise,the surprise
papa,NOM,m,77.16,le papa,the popes
malheureux,ADJ,,77.16,malheureux,unfortunate
prévoir,VER,,77.09,prévoir,to expect
autorité,NOM,f,77.03,la autorité,the authority
deuxième,ADJ,,76.96,deuxième,second
silencieux,ADJ,,76.9,silencieux,silent
expression,NOM,f,76.9,la expression,The expression
éteindre,VER,,76.85000000000001,éteindre,to turn/switch off
nuage,NOM,m,76.83,le nuage,the cloud
curieux,ADJ,,76.83,curieux,curious
rapide,ADJ,,76.76,rapide,fast
soirée,NOM,f,76.69,la soirée,the evening
repas,NOM,m,76.62,le repas,the meal
taille,NOM,f,76.49000000000001,la taille,the size
nécessaire,ADJ,,76.49000000000001,nécessaire,necessary
foi,NOM,f,76.49,la foi,faith
fuir,VER,,76.42,fuir,flee
port,NOM,m,76.41,le port,the port
croiser,VER,,76.36,croiser,cross
absence,NOM,f,76.28,la absence,the absence
vitre,NOM,f,76.21000000000001,la vitre,the window
poing,NOM,m,76.08,le poing,the fist
poil,NOM,m,76.02,le poil,the hair
faim,NOM,f,75.94000000000001,la faim,hunger
planter,VER,,75.9,planter,planter
regretter,VER,,75.89,regretter,regret
arranger,VER,,75.82000000000001,arranger,arranger
étroit,ADJ,,75.81,étroit,narrow
importance,NOM,f,75.81,la importance,the importance
sept,ADJ:num,,75.61,sept,sept
médecin,NOM,m,75.61,le médecin,the doctor
forcer,VER,,75.41,forcer,force
attirer,VER,,75.3,attirer,attract
lunette,NOM,f,75.27000000000001,la lunette,the bezel
sortie,NOM,f,75.27000000000001,la sortie,the exit
creux,NOM,m,75.07,le creux,the hollow
volonté,NOM,f,74.93,la volonté,the will
ramasser,VER,,74.83,ramasser,to pick up
terrain,NOM,m,74.72,le terrain,the land
toutes,ADJ:ind,,74.66,toutes,all
double,ADJ,,74.32000000000001,double,double
claquer,VER,,74.21,claquer,slam
distinguer,VER,,74.14,distinguer,distinguish
drap,NOM,m,74.13,le drap,the sheet
film,NOM,m,74.12,le film,the movie
château,NOM,m,74.12,le château,the castle
sûrement,ADV,,74.12,sûrement,certainly
terrasse,NOM,f,74.06,la terrasse,the terrace
quai,NOM,m,73.99000000000001,le quai,the quay
convenir,VER,,73.82,convenir,agree
spectacle,NOM,m,73.79,le spectacle,the show
prévenir,VER,,73.74,prévenir,prevent
évoquer,VER,,73.55,évoquer,evoke
appel,NOM,m,73.45,le appel,the call
silhouette,NOM,f,73.31,la silhouette,the silhouette
inutile,ADJ,,73.25,inutile,useless
déclarer,VER,,73.2,déclarer,to announce
surgir,VER,,73.19,surgir,to emerge
endormir,VER,,73.18,endormir,to fall asleep
interroger,VER,,73.03,interroger,to question
exprimer,VER,,72.67,exprimer,express
combat,NOM,m,72.56,le combat,the fight
flic,NOM,m,72.44,le flic,the cop
prison,NOM,f,72.42999999999999,la prison,the prison
loi,NOM,f,72.3,la loi,the law
mec,NOM,m,72.3,le mec,the guy
protéger,VER,,72.25,protéger,protect
bande,NOM,f,72.22,la bande,the band
hausser,VER,,71.97,hausser,raise
naturellement,ADV,,71.96,naturellement,naturally
cesse,NOM,f,71.96,la cesse,the stop
flamme,NOM,f,71.83000000000001,la flamme,the flame
celui-ci,PRO:dem,,71.76,celui-ci,this one
pantalon,NOM,m,71.75999999999999,le pantalon,the trousers
vaste,ADJ,,71.75999999999999,vaste,fixed
croix,NOM,f,71.62,la croix,the cross
ranger,VER,,71.28999999999999,ranger,to tidy
tache,NOM,f,71.28,la tache,the stain
titre,NOM,m,71.22,le titre,the title
parfaitement,ADV,,71.08,parfaitement,perfectly
gêner,VER,,71.06,gêner,to hinder
presser,VER,,71.03,presser,presser
inquiéter,VER,,71.03,inquiéter,worry
attacher,VER,,71.03,attacher,attach
également,ADV,,71.01,également,also
voie,NOM,f,71.00999999999999,la voie,the way
peser,VER,,70.92,peser,to weigh
vider,VER,,70.84,vider,empty
attaquer,VER,,70.44,attaquer,tackle
effacer,VER,,70.35,effacer,to erase
courage,NOM,m,70.34,le courage,courage
valise,NOM,f,70.34,la valise,the suitcase
lors,ADV,,70.27,lors,during
immeuble,NOM,m,70.21000000000001,le immeuble,the appartment building
opération,NOM,f,70.2,la opération,the operation
ressentir,VER,,70.16,ressentir,to feel
unique,ADJ,,70.14,unique,unique
numéro,NOM,m,70.07,le numéro,the number
douceur,NOM,f,70.0,la douceur,the sweetness
projet,NOM,m,70.0,le projet,the project
traiter,VER,,69.96,traiter,to treat
causer,VER,,69.95,causer,cause
enfermer,VER,,69.88,enfermer,lock up
prochain,ADJ,,69.8,prochain,next
inventer,VER,,69.75,inventer,invent
cuisse,NOM,f,69.72999999999999,la cuisse,the thigh
solitude,NOM,f,69.72999999999999,la solitude,loneliness
certes,ADV,,69.66,certes,certainly
amant,NOM,m,69.6,le amant,the lover
laver,VER,,69.58,laver,makes
confier,VER,,69.55,confier,to entrust
prisonnier,NOM,m,69.47,le prisonnier,the prisoner
horreur,NOM,f,69.46000000000001,la horreur,the horror
fatigue,NOM,f,69.46000000000001,la fatigue,fatigue
nul,PRO:ind,,69.39,nul,null
caisse,NOM,f,69.39,la caisse,the checkout
personnel,NOM,m,69.33,le personnel,the staff
recouvrir,VER,,69.28,recouvrir,cover
par-dessus,PRE,,69.19,par-dessus,over
reculer,VER,,69.08,reculer,to move back
angoisse,NOM,f,68.99,la angoisse,the anguish
produire,VER,,68.94,produire,produce
cinquante,ADJ:num,,68.78,cinquante,fifty
intention,NOM,f,68.65,la intention,the intention
midi,NOM,m,68.45,le midi,noon
salut,NOM,m,68.38,le salut,salvation
cul,NOM,m,68.30999999999999,le cul,the ass
soin,NOM,m,68.25,le soin,the care
admirer,VER,,68.2,admirer,admirer
théâtre,NOM,m,68.16999999999999,le théâtre,the theater
